id,target
test_00000,0.3990176817288802
test_00001,0.1467747216764898
test_00002,0.230099869
test_00003,0.4106581532416503
test_00004,0.2042239685658153
test_00005,0.26237721021611
test_00006,0.03305500982
test_00007,0.1107563850687622
test_00008,0.2179764243614932
test_00009,0.0745170268500327
test_00010,0.2506139489194499
test_00011,0.1476301571709234
test_00012,0.199582514734774
test_00013,0.1133840864440078
test_00014,0.1698673870333988
test_00015,0.081114931237721
test_00016,0.2363457760314342
test_00017,0.1991159135559921
test_00018,0.0968320235756385
test_00019,0.437671905697446
test_00020,0.3766208251473477
test_00021,0.2639980353634577
test_00022,0.3790520628683693
test_00023,0.0574574328733333
test_00024,0.0953339882121807
test_00025,0.0636296660117878
test_00026,0.030697445972495
test_00027,0.0450311067452521
test_00028,0.0096103470866666
test_00029,0.01434184676
test_00030,0.0119187950233333
test_00031,0.0187868369366666
test_00032,0.0986247544204322
test_00033,0.0538228552717747
test_00034,0.01674852652
test_00035,0.1107072691552062
test_00036,0.0845694171578258
test_00037,0.237426326129666
test_00038,0.0720366732154551
test_00039,0.08506057631
test_00040,0.0861247544204322
test_00041,0.0802062868369351
test_00042,0.01236902423
test_00043,0.0636051080550098
test_00044,0.062524557956778
test_00045,0.0920432220039292
test_00046,0.0530697445972495
test_00047,0.0237229862475442
test_00048,0.0470530451866404
test_00049,0.0317043222003929
test_00050,0.0
test_00051,0.0524312377210216
